"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","YearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_0011-7641_KnowledgeField_45_YearEvaluation_2014_Qualis_B5","Journal_0011-7641","0011-7641","A Defesa Nacional","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0011-7641_KnowledgeField_49_YearEvaluation_2014_Qualis_B5","Journal_0011-7641","0011-7641","A Defesa Nacional","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1413-6090_KnowledgeField_28_YearEvaluation_2014_Qualis_B5","Journal_1413-6090","1413-6090","A Economia em Revista","KnowledgeField_28","28","ECONOMIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1413-6090_KnowledgeField_36_YearEvaluation_2014_Qualis_B4","Journal_1413-6090","1413-6090","A Economia em Revista","KnowledgeField_36","36","GEOGRAFIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1983-6422_KnowledgeField_3_YearEvaluation_2014_Qualis_C","Journal_1983-6422","1983-6422","A Física na Escola (Impresso)","KnowledgeField_3","3","ASTRONOMIA / FÍSICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1983-6422_KnowledgeField_7_YearEvaluation_2014_Qualis_B3","Journal_1983-6422","1983-6422","A Física na Escola (Impresso)","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1983-6422_KnowledgeField_38_YearEvaluation_2014_Qualis_B4","Journal_1983-6422","1983-6422","A Física na Escola (Impresso)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1983-6422_KnowledgeField_46_YearEvaluation_2014_Qualis_B2","Journal_1983-6422","1983-6422","A Física na Escola (Impresso)","KnowledgeField_46","46","ENSINO","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1983-6430_KnowledgeField_16_YearEvaluation_2014_Qualis_B5","Journal_1983-6430","1983-6430","A Física na Escola (Online)","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1983-6430_KnowledgeField_22_YearEvaluation_2014_Qualis_C","Journal_1983-6430","1983-6430","A Física na Escola (Online)","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1983-6430_KnowledgeField_38_YearEvaluation_2014_Qualis_B4","Journal_1983-6430","1983-6430","A Física na Escola (Online)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1983-6430_KnowledgeField_45_YearEvaluation_2014_Qualis_B2","Journal_1983-6430","1983-6430","A Física na Escola (Online)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1983-6430_KnowledgeField_46_YearEvaluation_2014_Qualis_B2","Journal_1983-6430","1983-6430","A Física na Escola (Online)","KnowledgeField_46","46","ENSINO","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1983-5973_KnowledgeField_11_YearEvaluation_2014_Qualis_C","Journal_1983-5973","1983-5973","A fuga (marcha-rancho) de Edino Krieger.","KnowledgeField_11","11","ARTES / MÚSICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0101-9163_KnowledgeField_6_YearEvaluation_2014_Qualis_C","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0101-9163_KnowledgeField_7_YearEvaluation_2014_Qualis_C","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0101-9163_KnowledgeField_15_YearEvaluation_2014_Qualis_B4","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0101-9163_KnowledgeField_16_YearEvaluation_2014_Qualis_B5","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0101-9163_KnowledgeField_17_YearEvaluation_2014_Qualis_B5","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0101-9163_KnowledgeField_19_YearEvaluation_2014_Qualis_C","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0101-9163_KnowledgeField_22_YearEvaluation_2014_Qualis_B4","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0101-9163_KnowledgeField_23_YearEvaluation_2014_Qualis_B5","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_23","23","ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0101-9163_KnowledgeField_24_YearEvaluation_2014_Qualis_B4","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_24","24","MEDICINA VETERINÁRIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0101-9163_KnowledgeField_25_YearEvaluation_2014_Qualis_B5","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_25","25","CIÊNCIA DE ALIMENTOS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0101-9163_KnowledgeField_42_YearEvaluation_2014_Qualis_C","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0101-9163_KnowledgeField_45_YearEvaluation_2014_Qualis_B4","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0101-9163_KnowledgeField_48_YearEvaluation_2014_Qualis_C","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0101-9163_KnowledgeField_50_YearEvaluation_2014_Qualis_C","Journal_0101-9163","0101-9163","A Hora Veterinária","KnowledgeField_50","50","NUTRIÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0023-9135_KnowledgeField_7_YearEvaluation_2014_Qualis_B5","Journal_0023-9135","0023-9135","A Lavoura (Rio de Janeiro)","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0023-9135_KnowledgeField_25_YearEvaluation_2014_Qualis_C","Journal_0023-9135","0023-9135","A Lavoura (Rio de Janeiro)","KnowledgeField_25","25","CIÊNCIA DE ALIMENTOS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0023-9135_KnowledgeField_42_YearEvaluation_2014_Qualis_B5","Journal_0023-9135","0023-9135","A Lavoura (Rio de Janeiro)","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0023-9135_KnowledgeField_45_YearEvaluation_2014_Qualis_B5","Journal_0023-9135","0023-9135","A Lavoura (Rio de Janeiro)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0023-9135_KnowledgeField_49_YearEvaluation_2014_Qualis_B5","Journal_0023-9135","0023-9135","A Lavoura (Rio de Janeiro)","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1984-1035_KnowledgeField_1_YearEvaluation_2014_Qualis_C","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1984-1035_KnowledgeField_15_YearEvaluation_2014_Qualis_C","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1984-1035_KnowledgeField_16_YearEvaluation_2014_Qualis_C","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1984-1035_KnowledgeField_18_YearEvaluation_2014_Qualis_B5","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1984-1035_KnowledgeField_22_YearEvaluation_2014_Qualis_C","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1984-1035_KnowledgeField_26_YearEvaluation_2014_Qualis_C","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1984-1035_KnowledgeField_32_YearEvaluation_2014_Qualis_C","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_32","32","SERVIÇO SOCIAL","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1984-1035_KnowledgeField_33_YearEvaluation_2014_Qualis_C","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1984-1035_KnowledgeField_44_YearEvaluation_2014_Qualis_C","Journal_1984-1035","1984-1035","A Leitura: Caderno da Escola Superior de Magistratura do Estado do Pará","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2175-2516_KnowledgeField_40_YearEvaluation_2014_Qualis_B3","Journal_2175-2516","2175-2516","A MARgem - Revista Eletrônica de Ciências Humanas, Letras e Artes","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_2175-2516_KnowledgeField_41_YearEvaluation_2014_Qualis_B5","Journal_2175-2516","2175-2516","A MARgem - Revista Eletrônica de Ciências Humanas, Letras e Artes","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1647-3248_KnowledgeField_22_YearEvaluation_2014_Qualis_B5","Journal_1647-3248","1647-3248","A Página da Educação","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2177-7373_KnowledgeField_40_YearEvaluation_2014_Qualis_C","Journal_2177-7373","2177-7373","A Pala re-vista","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2176-3356_KnowledgeField_33_YearEvaluation_2014_Qualis_B5","Journal_2176-3356","2176-3356","A Palo Seco: Escritos de Filosofia e Literatura","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2176-3356_KnowledgeField_41_YearEvaluation_2014_Qualis_C","Journal_2176-3356","2176-3356","A Palo Seco: Escritos de Filosofia e Literatura","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2176-3356_KnowledgeField_44_YearEvaluation_2014_Qualis_B5","Journal_2176-3356","2176-3356","A Palo Seco: Escritos de Filosofia e Literatura","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2176-3356_KnowledgeField_48_YearEvaluation_2014_Qualis_C","Journal_2176-3356","2176-3356","A Palo Seco: Escritos de Filosofia e Literatura","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1137-8204_KnowledgeField_33_YearEvaluation_2014_Qualis_B3","Journal_1137-8204","1137-8204","A Parte Rei (Sociedad de Estudios Filosóficos Juan Blanco","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1137-8204_KnowledgeField_37_YearEvaluation_2014_Qualis_B4","Journal_1137-8204","1137-8204","A Parte Rei (Sociedad de Estudios Filosóficos Juan Blanco","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1137-8204_KnowledgeField_40_YearEvaluation_2014_Qualis_B5","Journal_1137-8204","1137-8204","A Parte Rei (Sociedad de Estudios Filosóficos Juan Blanco","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1137-8204_KnowledgeField_41_YearEvaluation_2014_Qualis_B4","Journal_1137-8204","1137-8204","A Parte Rei (Sociedad de Estudios Filosóficos Juan Blanco","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2175-6104_KnowledgeField_9_YearEvaluation_2014_Qualis_C","Journal_2175-6104","2175-6104","A Peste: Revista de Psicanálise e Sociedade","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2175-6104_KnowledgeField_11_YearEvaluation_2014_Qualis_C","Journal_2175-6104","2175-6104","A Peste: Revista de Psicanálise e Sociedade","KnowledgeField_11","11","ARTES / MÚSICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2175-6104_KnowledgeField_15_YearEvaluation_2014_Qualis_B5","Journal_2175-6104","2175-6104","A Peste: Revista de Psicanálise e Sociedade","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2175-6104_KnowledgeField_33_YearEvaluation_2014_Qualis_B4","Journal_2175-6104","2175-6104","A Peste: Revista de Psicanálise e Sociedade","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2175-6104_KnowledgeField_37_YearEvaluation_2014_Qualis_B4","Journal_2175-6104","2175-6104","A Peste: Revista de Psicanálise e Sociedade","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2175-6104_KnowledgeField_42_YearEvaluation_2014_Qualis_C","Journal_2175-6104","2175-6104","A Peste: Revista de Psicanálise e Sociedade","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2175-6104_KnowledgeField_44_YearEvaluation_2014_Qualis_B4","Journal_2175-6104","2175-6104","A Peste: Revista de Psicanálise e Sociedade","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1982-5560_KnowledgeField_38_YearEvaluation_2014_Qualis_B5","Journal_1982-5560","1982-5560","A revista Cronos - Publicação Semestral do Programa de Pós-Graduação em Ciências Sociais da Universidade Federal do Rio Grande do Norte","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1679-3331_KnowledgeField_20_YearEvaluation_2014_Qualis_B4","Journal_1679-3331","1679-3331","A Sobrafisa (Ribeirão Preto)","KnowledgeField_20","20","ENFERMAGEM","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2237-7425_KnowledgeField_11_YearEvaluation_2014_Qualis_B5","Journal_2237-7425","2237-7425","a tempo – REVISTA DE PESQUISA EM MÚSICA","KnowledgeField_11","11","ARTES / MÚSICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2237-7425_KnowledgeField_41_YearEvaluation_2014_Qualis_C","Journal_2237-7425","2237-7425","a tempo – REVISTA DE PESQUISA EM MÚSICA","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1676-0336_KnowledgeField_7_YearEvaluation_2014_Qualis_B4","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1676-0336_KnowledgeField_10_YearEvaluation_2014_Qualis_C","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_10","10","ENGENHARIAS I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1676-0336_KnowledgeField_13_YearEvaluation_2014_Qualis_C","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1676-0336_KnowledgeField_16_YearEvaluation_2014_Qualis_B5","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1676-0336_KnowledgeField_20_YearEvaluation_2014_Qualis_B5","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_20","20","ENFERMAGEM","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1676-0336_KnowledgeField_21_YearEvaluation_2014_Qualis_B4","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1676-0336_KnowledgeField_22_YearEvaluation_2014_Qualis_C","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1676-0336_KnowledgeField_31_YearEvaluation_2014_Qualis_B5","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_31","31","CIÊNCIAS SOCIAIS APLICADAS I","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1676-0336_KnowledgeField_32_YearEvaluation_2014_Qualis_C","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_32","32","SERVIÇO SOCIAL","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1676-0336_KnowledgeField_34_YearEvaluation_2014_Qualis_C","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1676-0336_KnowledgeField_35_YearEvaluation_2014_Qualis_B3","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_35","35","ANTROPOLOGIA / ARQUEOLOGIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1676-0336_KnowledgeField_37_YearEvaluation_2014_Qualis_B4","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1676-0336_KnowledgeField_38_YearEvaluation_2014_Qualis_B5","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1676-0336_KnowledgeField_45_YearEvaluation_2014_Qualis_B3","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1676-0336_KnowledgeField_49_YearEvaluation_2014_Qualis_B5","Journal_1676-0336","1676-0336","A Terceira Idade","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2175-5434_KnowledgeField_38_YearEvaluation_2014_Qualis_C","Journal_2175-5434","2175-5434","A!5 : Arte Institucional","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2175-5434_KnowledgeField_45_YearEvaluation_2014_Qualis_C","Journal_2175-5434","2175-5434","A!5 : Arte Institucional","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1516-3210_KnowledgeField_26_YearEvaluation_2014_Qualis_B1","Journal_1516-3210","1516-3210","A&C. Revista de Direito Administrativo & Constitucional","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1516-3210_KnowledgeField_39_YearEvaluation_2014_Qualis_B2","Journal_1516-3210","1516-3210","A&C. Revista de Direito Administrativo & Constitucional","KnowledgeField_39","39","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1516-3210_KnowledgeField_40_YearEvaluation_2014_Qualis_B2","Journal_1516-3210","1516-3210","A&C. Revista de Direito Administrativo & Constitucional","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1516-3210_KnowledgeField_45_YearEvaluation_2014_Qualis_B2","Journal_1516-3210","1516-3210","A&C. Revista de Direito Administrativo & Constitucional","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0328-381X_KnowledgeField_25_YearEvaluation_2014_Qualis_C","Journal_0328-381X","0328-381X","A&G. Aceites y Grasas","KnowledgeField_25","25","CIÊNCIA DE ALIMENTOS","YearEvaluation_2014","2014","Qualis_C","C"
